natmass,age,sex,sei,region,polviews
Too Little,31,Male,29,W. Nor. Central,Conservative
Too Much,39,Female,29.799999,South Atlantic,Extremely Conservative
About Right,20,Male,21.200001,Pacific,Moderate
About Right,42,Male,44.700001,South Atlantic,Conservative
About Right,23,Female,30.799999,Pacific,Moderate
About Right,68,Female,36.200001,E. Sou. Central,Moderate
Too Little,31,Male,37.700001,Pacific,Extremely Liberal
About Right,27,Female,78.5,Pacific,Slightly Liberal
About Right,34,Female,26.4,South Atlantic,Slightly Liberal
Too Little,36,Female,78.5,Pacific,Liberal
Too Much,42,Male,62.5,South Atlantic,Moderate
About Right,30,Male,31.5,New England,Slightly Liberal
Too Little,47,Female,22.9,Middle Atlantic,Slightly Liberal
Too Much,66,Male,76.300003,South Atlantic,Slightly Liberal
About Right,74,Male,33.900002,Mountain,Conservative
Too Little,24,Male,37.299999,W. Sou. Central,Moderate
About Right,61,Male,35.099998,W. Sou. Central,Slightly Liberal
Too Much,56,Female,73.199997,Middle Atlantic,Moderate
About Right,41,Female,31.4,Middle Atlantic,Liberal
About Right,22,Female,32.400002,W. Nor. Central,Moderate
About Right,19,Male,29,Middle Atlantic,Moderate
About Right,35,Male,50.700001,E. Nor. Central,Slightly Liberal
About Right,53,Male,64.199997,W. Sou. Central,Moderate
Too Little,50,Male,63.5,E. Nor. Central,Slightly Conservative
About Right,35,Female,63.5,South Atlantic,Liberal
About Right,46,Female,37.700001,E. Nor. Central,Slightly Liberal
About Right,80,Male,33.099998,South Atlantic,Moderate
Too Little,34,Male,63.200001,South Atlantic,Slightly Conservative
Too Little,72,Male,63.5,Pacific,Moderate
About Right,39,Female,80.300003,E. Sou. Central,Slightly Conservative
Too Little,31,Male,86.800003,Middle Atlantic,Slightly Liberal
Too Much,85,Male,37.299999,Mountain,Slightly Conservative
About Right,43,Female,32,W. Sou. Central,Conservative
About Right,42,Female,73.199997,South Atlantic,Moderate
About Right,37,Female,35.099998,E. Nor. Central,Moderate
About Right,20,Female,37.900002,Pacific,Moderate
About Right,58,Female,38,E. Nor. Central,Moderate
Too Little,69,Male,86.599998,New England,Slightly Liberal
About Right,69,Male,37.299999,W. Nor. Central,Conservative
About Right,68,Male,35.700001,South Atlantic,Conservative
About Right,25,Male,39.400002,Pacific,Conservative
About Right,27,Female,56.599998,W. Nor. Central,Conservative
Too Little,48,Male,30,Pacific,Slightly Conservative
About Right,71,Female,25.200001,New England,Slightly Conservative
Too Little,34,Female,29,South Atlantic,Conservative
Too Little,54,Female,29.299999,W. Sou. Central,Slightly Liberal
Too Little,58,Male,97.199997,W. Sou. Central,Slightly Conservative
Too Little,66,Male,32.299999,W. Sou. Central,Extremely Liberal
About Right,46,Female,83.699997,E. Nor. Central,Slightly Conservative
Too Little,50,Male,67,Pacific,Conservative
Too Little,50,Female,54.700001,E. Nor. Central,Slightly Liberal
About Right,38,Female,38.900002,Pacific,Conservative
Too Little,25,Male,60.5,South Atlantic,Liberal
Too Little,45,Female,63.5,E. Nor. Central,Liberal
About Right,37,Female,63.5,E. Nor. Central,Moderate
Too Little,82,Female,78.5,Middle Atlantic,Conservative
Too Little,73,Female,38.400002,New England,Moderate
Too Much,70,Male,64.099998,W. Sou. Central,Slightly Conservative
Too Little,47,Male,82.699997,South Atlantic,Slightly Conservative
About Right,62,Female,54.700001,New England,Conservative
Too Little,59,Female,45.799999,Pacific,Slightly Conservative
Too Little,52,Male,66.099998,Middle Atlantic,Moderate
About Right,54,Female,29.1,South Atlantic,Slightly Conservative
About Right,22,Male,38.400002,W. Sou. Central,Liberal
Too Little,66,Male,37.700001,South Atlantic,Moderate
About Right,30,Male,44.200001,Pacific,Moderate
About Right,29,Female,38,South Atlantic,Slightly Liberal
About Right,54,Female,78.5,South Atlantic,Moderate
About Right,51,Male,27.5,E. Nor. Central,Slightly Liberal
About Right,55,Female,37.700001,South Atlantic,Moderate
About Right,19,Male,63.5,W. Sou. Central,Conservative
Too Little,66,Female,78.5,W. Sou. Central,Extremely Liberal
Too Little,37,Male,63.5,Pacific,Liberal
Too Little,75,Female,80.300003,Middle Atlantic,Moderate
About Right,44,Female,38.900002,W. Sou. Central,Conservative
About Right,47,Female,38.400002,South Atlantic,Moderate
About Right,54,Female,48.5,E. Nor. Central,Liberal
Too Little,37,Male,27.5,W. Nor. Central,Moderate
Too Little,52,Male,82.699997,Pacific,Moderate
About Right,57,Female,25.5,W. Sou. Central,Moderate
Too Little,18,Female,33.900002,Middle Atlantic,Moderate
Too Little,87,Female,30.700001,W. Nor. Central,Slightly Conservative
Too Little,48,Male,78.5,New England,Slightly Liberal
About Right,79,Male,43.400002,Middle Atlantic,Slightly Liberal
About Right,51,Female,27.5,E. Nor. Central,Slightly Liberal
Too Little,52,Female,68.099998,Pacific,Moderate
Too Little,63,Female,63.5,E. Nor. Central,Slightly Conservative
Too Little,54,Female,56.599998,Pacific,Slightly Liberal
Too Little,76,Female,17.1,South Atlantic,Liberal
Too Little,50,Male,50.700001,South Atlantic,Conservative
About Right,24,Female,33.299999,E. Sou. Central,Conservative
About Right,34,Male,76.300003,Pacific,Extremely Liberal
About Right,28,Male,34.200001,Mountain,Moderate
About Right,38,Female,25.200001,W. Nor. Central,Moderate
About Right,38,Female,38.400002,W. Sou. Central,Moderate
Too Much,30,Female,62.5,E. Nor. Central,Slightly Liberal
Too Little,23,Male,37.400002,W. Nor. Central,Slightly Conservative
Too Little,50,Female,92.300003,W. Sou. Central,Slightly Liberal
About Right,48,Male,64.099998,South Atlantic,Moderate
Too Much,35,Female,29.299999,Mountain,Slightly Liberal
About Right,49,Male,36.5,E. Nor. Central,Slightly Liberal
Too Little,45,Male,73.300003,Pacific,Slightly Conservative
Too Much,69,Male,37.299999,Pacific,Conservative
Too Little,21,Female,32.400002,W. Sou. Central,Moderate
Too Little,73,Male,87,Pacific,Moderate
About Right,28,Male,29.5,W. Sou. Central,Moderate
About Right,24,Male,38.200001,E. Sou. Central,Moderate
Too Much,47,Male,91.300003,Mountain,Slightly Conservative
About Right,66,Female,17.1,South Atlantic,Conservative
About Right,85,Female,32,Pacific,Moderate
Too Little,38,Male,34.200001,Pacific,Conservative
About Right,60,Male,63.5,W. Nor. Central,Conservative
About Right,68,Female,38.900002,Middle Atlantic,Extremely Liberal
About Right,59,Female,29.5,South Atlantic,Moderate
Too Little,41,Female,38,Middle Atlantic,Liberal
About Right,32,Male,62,E. Nor. Central,Slightly Conservative
Too Little,68,Male,29.799999,Mountain,Moderate
About Right,19,Female,33.099998,New England,Moderate
Too Little,41,Male,52.400002,E. Nor. Central,Extremely Conservative
Too Little,67,Male,93.300003,W. Nor. Central,Slightly Conservative
Too Little,56,Female,76.400002,Pacific,Slightly Conservative
Too Little,39,Male,34.200001,Pacific,Moderate
About Right,80,Male,64.099998,Mountain,Moderate
About Right,28,Male,38,Pacific,Moderate
About Right,29,Male,33,Middle Atlantic,Slightly Conservative
Too Little,28,Male,56.5,Pacific,Slightly Liberal
Too Little,59,Female,28.4,Mountain,Moderate
Too Little,42,Male,39,Pacific,Conservative
Too Little,43,Male,27.700001,South Atlantic,Moderate
Too Little,63,Male,80.900002,W. Sou. Central,Slightly Conservative
About Right,23,Male,34.299999,E. Nor. Central,Moderate
Too Much,76,Male,65.800003,New England,Conservative
About Right,28,Male,32.299999,W. Sou. Central,Conservative
About Right,63,Female,33.099998,South Atlantic,Slightly Conservative
Too Little,54,Female,66.099998,W. Nor. Central,Slightly Conservative
Too Little,33,Male,49.599998,Pacific,Extremely Conservative
Too Little,41,Female,38.400002,Pacific,Liberal
About Right,31,Female,29.299999,Middle Atlantic,Moderate
Too Little,25,Female,32.299999,E. Nor. Central,Slightly Conservative
About Right,25,Female,63.5,E. Nor. Central,Moderate
About Right,30,Female,73.699997,W. Sou. Central,Conservative
Too Little,68,Male,38.900002,Pacific,Slightly Conservative
Too Little,51,Male,63.5,E. Nor. Central,Slightly Conservative
About Right,49,Female,96,Pacific,Slightly Conservative
Too Little,56,Female,30.799999,Mountain,Slightly Conservative
Too Little,25,Female,60.299999,W. Nor. Central,Moderate
About Right,41,Male,53.400002,W. Nor. Central,Conservative
Too Much,55,Female,33.900002,South Atlantic,Moderate
Too Much,46,Female,28.4,E. Nor. Central,Liberal
About Right,24,Male,27.5,E. Sou. Central,Moderate
About Right,47,Male,69.699997,South Atlantic,Conservative
Too Little,28,Female,62.5,E. Nor. Central,Moderate
About Right,88,Female,36.099998,E. Nor. Central,Moderate
Too Little,48,Female,63.5,Mountain,Liberal
About Right,27,Male,39.5,W. Nor. Central,Moderate
About Right,24,Male,31.5,E. Nor. Central,Slightly Liberal
About Right,32,Male,32,Pacific,Moderate
Too Little,75,Male,34.200001,E. Nor. Central,Moderate
Too Little,35,Male,29.5,Pacific,Liberal
About Right,29,Female,33.099998,E. Nor. Central,Moderate
About Right,59,Female,33.900002,Mountain,Slightly Liberal
Too Little,89,Male,36.400002,E. Nor. Central,Moderate
About Right,45,Male,27.4,E. Sou. Central,Slightly Conservative
About Right,33,Female,78.5,Middle Atlantic,Slightly Liberal
Too Little,25,Female,35.200001,W. Nor. Central,Extremely Liberal
About Right,74,Male,24.200001,South Atlantic,Conservative
Too Little,67,Male,49.900002,Middle Atlantic,Liberal
About Right,49,Female,38.900002,South Atlantic,Conservative
About Right,44,Female,32.400002,W. Sou. Central,Moderate
Too Much,40,Male,38.200001,Middle Atlantic,Conservative
About Right,45,Male,76.400002,E. Nor. Central,Moderate
About Right,42,Female,63.5,South Atlantic,Slightly Conservative
About Right,47,Female,63.200001,E. Sou. Central,Liberal
About Right,42,Male,64.099998,W. Sou. Central,Conservative
Too Little,59,Male,28.4,W. Sou. Central,Slightly Conservative
Too Little,22,Female,35.400002,Middle Atlantic,Extremely Liberal
About Right,50,Male,32.299999,E. Nor. Central,Moderate
About Right,50,Female,26.4,E. Nor. Central,Liberal
Too Little,48,Female,56.599998,Pacific,Moderate
About Right,37,Female,28.4,Middle Atlantic,Slightly Conservative
Too Little,66,Male,63.5,E. Nor. Central,Liberal
About Right,29,Male,31.299999,South Atlantic,Conservative
About Right,74,Male,63.5,W. Nor. Central,Moderate
About Right,23,Male,38.400002,South Atlantic,Moderate
About Right,38,Female,80.300003,South Atlantic,Slightly Liberal
Too Little,32,Female,40,E. Nor. Central,Moderate
About Right,70,Male,36.200001,W. Sou. Central,Slightly Conservative
About Right,28,Female,50.700001,Middle Atlantic,Slightly Liberal
About Right,35,Female,50.700001,Mountain,Moderate
About Right,49,Female,29.299999,E. Nor. Central,Slightly Liberal
About Right,39,Male,47,E. Nor. Central,Slightly Conservative
Too Little,46,Female,26.4,Pacific,Moderate
About Right,28,Female,38.900002,Mountain,Conservative
About Right,45,Male,35.099998,South Atlantic,Moderate
About Right,41,Female,39.400002,Pacific,Slightly Conservative
About Right,30,Male,28.4,W. Sou. Central,Extremely Conservative
About Right,84,Female,42.400002,E. Sou. Central,Liberal
Too Much,67,Male,56.5,Middle Atlantic,Extremely Liberal
Too Little,70,Male,68.800003,Pacific,Slightly Conservative
About Right,28,Female,36.5,Middle Atlantic,Moderate
About Right,45,Male,63.5,E. Nor. Central,Liberal
Too Little,32,Female,80.300003,Pacific,Liberal
Too Much,83,Female,64.199997,South Atlantic,Extremely Conservative
Too Much,38,Male,35.400002,Pacific,Slightly Conservative
About Right,37,Female,50.700001,New England,Liberal
About Right,46,Female,30.799999,E. Nor. Central,Slightly Liberal
About Right,20,Female,37.700001,Mountain,Slightly Conservative
About Right,26,Male,29.200001,E. Nor. Central,Moderate
Too Little,32,Male,60.599998,Pacific,Liberal
About Right,48,Female,36.5,Mountain,Moderate
About Right,32,Female,38,E. Nor. Central,Slightly Conservative
Too Little,50,Male,39.400002,Middle Atlantic,Conservative
About Right,28,Female,64.400002,Mountain,Conservative
Too Little,77,Male,33.200001,E. Nor. Central,Slightly Liberal
Too Much,38,Female,33.900002,W. Nor. Central,Moderate
Too Little,42,Male,48.5,E. Nor. Central,Liberal
Too Little,66,Female,73.199997,E. Nor. Central,Moderate
About Right,54,Female,65.800003,Pacific,Slightly Liberal
Too Little,40,Male,73.300003,Middle Atlantic,Slightly Conservative
About Right,36,Female,38.400002,E. Sou. Central,Conservative
About Right,35,Female,59,Pacific,Slightly Conservative
About Right,54,Female,33.099998,E. Nor. Central,Slightly Conservative
About Right,41,Female,50.5,E. Nor. Central,Conservative
About Right,40,Female,62.5,South Atlantic,Moderate
Too Little,30,Male,33.099998,Mountain,Moderate
About Right,55,Male,29.200001,E. Nor. Central,Slightly Conservative
Too Little,40,Male,63.5,South Atlantic,Slightly Liberal
Too Little,33,Male,64.099998,South Atlantic,Slightly Liberal
About Right,83,Female,38.400002,E. Nor. Central,Moderate
About Right,59,Male,75.199997,W. Nor. Central,Slightly Conservative
About Right,63,Male,32.299999,Pacific,Moderate
Too Little,44,Male,86.800003,Pacific,Moderate
About Right,36,Female,39.400002,South Atlantic,Moderate
About Right,55,Female,33.099998,W. Nor. Central,Slightly Conservative
About Right,48,Male,92.300003,Middle Atlantic,Slightly Conservative
About Right,46,Male,26.700001,W. Nor. Central,Slightly Conservative
Too Little,49,Female,80.300003,Pacific,Slightly Conservative
Too Little,43,Male,31.5,E. Nor. Central,Moderate
About Right,75,Male,34.200001,E. Sou. Central,Moderate
About Right,26,Female,68.099998,South Atlantic,Slightly Liberal
Too Little,41,Female,36.5,W. Sou. Central,Conservative
About Right,42,Female,26.700001,E. Sou. Central,Conservative
Too Little,28,Male,51,E. Nor. Central,Moderate
Too Much,53,Male,50.700001,W. Nor. Central,Moderate
Too Little,60,Male,53.700001,Middle Atlantic,Conservative
About Right,28,Female,63.200001,Pacific,Slightly Conservative
Too Little,75,Male,28.4,E. Nor. Central,Conservative
About Right,38,Female,33.599998,Middle Atlantic,Liberal
Too Little,38,Male,28.4,W. Nor. Central,Extremely Liberal
About Right,54,Female,38,New England,Slightly Conservative
About Right,64,Male,37.799999,Middle Atlantic,Moderate
Too Little,71,Female,38.400002,Middle Atlantic,Moderate
Too Little,46,Male,38.200001,E. Sou. Central,Conservative
Too Much,65,Male,69.699997,South Atlantic,Conservative
Too Little,28,Female,64.400002,Pacific,Extremely Liberal
About Right,44,Female,38,Middle Atlantic,Moderate
About Right,20,Female,29.299999,Middle Atlantic,Moderate
Too Little,22,Female,38.400002,Mountain,Slightly Liberal
About Right,40,Male,37.799999,E. Nor. Central,Moderate
About Right,40,Male,29.5,South Atlantic,Slightly Liberal
About Right,46,Female,74.099998,W. Sou. Central,Conservative
About Right,54,Male,85.099998,South Atlantic,Moderate
Too Little,78,Female,50.700001,South Atlantic,Conservative
Too Much,63,Female,50.700001,E. Nor. Central,Conservative
About Right,23,Male,61.900002,Mountain,Slightly Conservative
Too Little,49,Male,63.5,New England,Conservative
Too Little,41,Female,54.900002,South Atlantic,Moderate
Too Much,23,Female,36.5,Pacific,Liberal
Too Much,33,Male,29.200001,South Atlantic,Conservative
About Right,42,Female,31.5,New England,Slightly Conservative
About Right,40,Male,38.099998,E. Nor. Central,Moderate
About Right,23,Female,32.400002,W. Sou. Central,Moderate
About Right,23,Male,65.800003,Mountain,Moderate
About Right,71,Male,29.200001,E. Nor. Central,Liberal
Too Little,33,Male,63.200001,South Atlantic,Slightly Conservative
Too Little,38,Male,90.099998,W. Sou. Central,Moderate
About Right,24,Female,36.5,W. Sou. Central,Slightly Conservative
Too Little,58,Female,29.799999,E. Nor. Central,Slightly Conservative
Too Little,35,Male,81,Middle Atlantic,Slightly Liberal
Too Little,35,Male,45.400002,E. Sou. Central,Extremely Conservative
About Right,48,Female,38.400002,E. Nor. Central,Moderate
Too Little,46,Male,28.6,South Atlantic,Extremely Liberal
Too Little,49,Female,63.5,Middle Atlantic,Conservative
About Right,21,Male,59.299999,Pacific,Conservative
About Right,62,Female,63.5,E. Nor. Central,Moderate
About Right,24,Female,52.5,Pacific,Moderate
About Right,53,Female,78.5,E. Nor. Central,Conservative
About Right,34,Male,90.800003,W. Sou. Central,Conservative
About Right,24,Female,80.300003,E. Nor. Central,Moderate
About Right,38,Male,50.700001,South Atlantic,Moderate
About Right,69,Male,31.5,South Atlantic,Moderate
Too Little,46,Female,38,Mountain,Liberal
Too Little,36,Male,44.700001,W. Sou. Central,Moderate
Too Little,39,Male,49.599998,Pacific,Slightly Liberal
About Right,36,Female,29.4,E. Sou. Central,Conservative
Too Much,60,Male,53.700001,Pacific,Slightly Conservative
About Right,43,Female,37.700001,Pacific,Extremely Conservative
About Right,29,Female,32.400002,Middle Atlantic,Slightly Conservative
Too Little,75,Female,33.900002,W. Nor. Central,Moderate
About Right,56,Female,36.900002,South Atlantic,Liberal
About Right,41,Female,68.800003,E. Nor. Central,Liberal
About Right,26,Female,75.199997,Mountain,Slightly Conservative
Too Little,35,Female,80.300003,New England,Liberal
Too Much,49,Male,28.4,Middle Atlantic,Moderate
